Bus,X,Y
mv_f0_n595,3734.491942,1973.011761
mv_f0_n596,6101.862152,5232.748065
mv_f0_n597,3922.548084,2175.854063
mv_f0_n598,4527.106981,5888.251612
mv_f0_n599,5563.688371,5610.268679
mv_f0_n600,3922.548084,2175.870926
mv_f0_n601,6921.840348,5273.651841
mv_f0_n602,3745.556955,2000.738238
mv_f0_n603,3101.324193,2255.045328
mv_f0_n604,5481.659425,5563.611512
mv_f0_n605,7792.223904,4952.600821
mv_f0_n606,3799.639124,2126.67309
mv_f0_n607,6927.139407,5267.22229
mv_f0_n608,5455.960668,6228.189532
mv_f0_n609,4320.635008,5354.547151
mv_f0_n610,5523.118098,5572.07011
mv_f0_n611,5629.879585,2044.929992
mv_f0_n612,3960.23204,2139.712188
mv_f0_n613,7808.489624,4860.61597
mv_f0_n614,3721.811994,1047.649319
mv_f0_n615,2819.833204,1544.612385
mv_f0_n616,2348.040602,1582.450347
mv_f0_n617,3768.581866,2063.988551
mv_f0_n618,6317.661246,6693.662933
mv_f0_n619,3842.349348,2323.988246
mv_f0_n620,2463.576932,1020.6721
mv_f0_n621,3958.351485,2140.26395
mv_f0_n622,5617.245282,2015.529838
mv_f0_n623,4092.389666,5195.1764
mv_f0_n624,4520.324014,5167.41927
mv_f0_n625,4523.502332,5164.190377
mv_f0_n626,8555.465538,4253.004308
mv_f0_n627,5889.601528,5079.048023
mv_f0_n628,5725.513374,6730.733454
mv_f0_n629,5220.690264,2037.729061
mv_f0_n630,5832.42617,6714.663168
mv_f0_n631,6326.275053,4650.971822
mv_f0_n632,5017.083182,6574.92087
mv_f0_n633,4954.183191,5379.428113
mv_f0_n634,5268.497431,6849.923673
mv_f0_n635,6926.139407,5265.707282
mv_f0_n636,3465.081899,3134.280648
mv_f0_n637,2934.944788,1845.323533
mv_f0_n638,5787.042109,5085.803166
mv_f0_n639,3466.988392,3133.438116
mv_f0_n640,3231.860651,5242.312637
mv_f0_n641,5665.232312,5343.42013
mv_f0_n642,5269.353408,2034.340542
mv_f0_n643,5667.603916,2314.616142
mv_f0_n1,1552.814653,2449.551931
mv_f0_n2,4215.382288,5077.924355
mv_f0_n3,5126.448518,2000.843335
mv_f0_n4,5470.360964,2020.430885
